"naid","workingStartDate","workingEndDate","workingDateLabel","dateBasis","title","localId","seriesNaid","seriesTitle","chapter","routing","reviewTopics","reviewFocus","reviewKeyExtent","markerStatus","markerRecordGroup","markerSeries","markerSubseries","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","ocrCharacterCount","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","provenanceStem","catalogUrl","pdfUrl"
"366552073","1989-01-01","1989-12-31","1989","Folder title year","NSB's--National Security Briefings 1989 [4]","91159-005","4708328","Meeting Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Meetings Files","National Security Briefings","true","0","18526584","18526584","HTTP Content-Length","Restricted - Possibly","93049","0","0","0","0","43","38","0","38","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Meetings Files, National Security Briefings, OA/ID 91159–005, NSB's—National Security Briefings 1989 [4].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Meetings Files, National Security Briefings, OA/ID 91159–005, NSB's—National Security Briefings 1989 [4].","https://catalog.archives.gov/id/366552073","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708328/41-bpr-scow-mtg-nsb-91159-005.pdf"
"366552074","1989-01-01","1989-12-31","1989","Folder title year","NSB's--National Security Briefings 1989 [5]","91159-006","4708328","Meeting Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Meetings Files","National Security Briefings","true","0","17599366","17599366","HTTP Content-Length","Restricted - Possibly","91998","0","0","0","0","44","39","0","39","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Meetings Files, National Security Briefings, OA/ID 91159–006, NSB's—National Security Briefings 1989 [5].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Meetings Files, National Security Briefings, OA/ID 91159–006, NSB's—National Security Briefings 1989 [5].","https://catalog.archives.gov/id/366552074","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708328/41-bpr-scow-mtg-nsb-91159-006.pdf"
"366552075","1989-01-01","1989-12-31","1989","Folder title year","NSB's--National Security Briefings 1989 [6]","91159-007","4708328","Meeting Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Meetings Files","National Security Briefings","true","0","7753841","7753841","HTTP Content-Length","Restricted - Possibly","40402","0","0","0","0","19","17","0","17","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Meetings Files, National Security Briefings, OA/ID 91159–007, NSB's—National Security Briefings 1989 [6].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Meetings Files, National Security Briefings, OA/ID 91159–007, NSB's—National Security Briefings 1989 [6].","https://catalog.archives.gov/id/366552075","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708328/41-bpr-scow-mtg-nsb-91159-007.pdf"
"366551816","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [1]","91126-001","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","37110902","37110904","HTTP Content-Length","Restricted - Possibly","131312","3","2","6","0","4","54","29","3","11","0","5","2","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–001, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–001, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [1].","https://catalog.archives.gov/id/366551816","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91126-001.pdf"
"366551817","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [2]","91126-002","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","62965204","62965204","HTTP Content-Length","Restricted - Possibly","226102","4","1","5","0","7","52","32","4","2","0","5","4","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–002, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–002, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [2].","https://catalog.archives.gov/id/366551817","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91126-002.pdf"
"366551818","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [3]","91126-003","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","53013405","53013404","HTTP Content-Length","Restricted - Possibly","200256","17","2","0","0","8","59","27","6","19","2","1","2","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–003, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [3].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–003, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [3].","https://catalog.archives.gov/id/366551818","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91126-003.pdf"
"366551819","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [4]","91126-004","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","69226975","69226976","HTTP Content-Length","Restricted - Possibly","260446","1","1","10","0","4","122","71","10","16","9","3","5","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–004, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [4].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91126–004, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [4].","https://catalog.archives.gov/id/366551819","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91126-004.pdf"
"366551822","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [Copy Set] [1]","91127-001","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Parallel-copy context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","38367173","38367172","HTTP Content-Length","Restricted - Possibly","143150","1","1","7","0","5","66","36","7","10","4","2","2","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–001, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–001, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [1].","https://catalog.archives.gov/id/366551822","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91127-001.pdf"
"366551823","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [Copy Set] [2]","91127-002","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Parallel-copy context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","46592829","46592828","HTTP Content-Length","Restricted - Possibly","187125","5","1","5","0","5","85","47","6","15","7","1","5","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–002, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–002, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [2].","https://catalog.archives.gov/id/366551823","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91127-002.pdf"
"366551824","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [Copy Set] [3]","91127-003","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Parallel-copy context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","58997481","58997480","HTTP Content-Length","Restricted - Possibly","212661","19","2","3","0","19","55","22","16","11","0","4","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–003, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [3].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–003, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [3].","https://catalog.archives.gov/id/366551824","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91127-003.pdf"
"366551825","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [Copy Set] [4]","91127-004","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Parallel-copy context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","41697088","41697088","HTTP Content-Length","Restricted - Possibly","174989","0","2","8","0","6","58","32","4","11","0","4","2","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–004, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [4].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–004, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [4].","https://catalog.archives.gov/id/366551825","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91127-004.pdf"
"366551826","1989-01-01","1990-06-30","1989-June 1990","Folder title date range","Gorbachev (Dobrynin) Sensitive 1989-June 1990 [Copy Set] [5]","91127-005","4708331","Special Separate USSR Notes Files","Series context and cross-volume routing","Parallel-copy context","","","","verified","George H.W. Bush Presidential Records","Special Separate USSR Notes Files","Gorbachev Files","true","0","121303252","121303248","HTTP Content-Length","Restricted - Possibly","186782","7","2","0","0","20","65","31","19","1","0","4","5","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–005, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [5].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Special Separate USSR Notes Files, Gorbachev Files, OA/ID 91127–005, Gorbachev (Dobrynin) Sensitive 1989—June 1990 [Copy Set] [5].","https://catalog.archives.gov/id/366551826","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708331/41-bpr-scow-ssussr-gor-91127-005.pdf"
