naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509545577,04952-071,2600883,GB-POD-042,James Pinkerton Files,04952,"G-7 Economic Summit - Houston, Texas 7/9/90",1990-07-09,1990-07-09,"July 9, 1990",day,Explicit folder-title date,Economic Summits and Industrialized-Country Cooperation,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | James Pinkerton Files | Economic summits,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, James Pinkerton Files, OA/ID 04952–071, G-7 Economic Summit - Houston, Texas 7/9/90.",https://catalog.archives.gov/id/509545577,
653628681,05841-018,633663627,GB-POD-043b,Roger Porter's Chronological Files,05841/3,Porter - Aug 90 [August 1990],1990-08-01,1990-08-31,August 1990,month,Explicit folder-title date,Trade Policy and Market Access,Consider,Selective review,Unrestricted,,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Porter, Roger, Files",Chronological Files,05841,05841-018,653628682,16443387,77082,2,0,16,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter's Chronological Files,"Finding-aid lead retained because of online Roger Porter chronological file requiring document-level screening. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter's Chronological Files, OA/ID 05841–018, Porter - Aug 90 [August 1990].",https://catalog.archives.gov/id/653628681,https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-pod/porter/chron_633663627/41-bpr-poldev-porter-chron-05841-018.pdf
653628683,05841-019,633663627,GB-POD-043b,Roger Porter's Chronological Files,05841/3,Porter - Sept 90 [September 1990],1990-09-01,1990-09-30,September 1990,month,Explicit folder-title date,Trade Policy and Market Access,Consider,Selective review,Unrestricted,,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Porter, Roger, Files",Chronological Files,05841,05841-019,653628684,28921164,138993,0,0,24,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter's Chronological Files,"Finding-aid lead retained because of online Roger Porter chronological file requiring document-level screening. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter's Chronological Files, OA/ID 05841–019, Porter - Sept 90 [September 1990].",https://catalog.archives.gov/id/653628683,https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-pod/porter/chron_633663627/41-bpr-poldev-porter-chron-05841-019.pdf
653628685,05841-020,633663627,GB-POD-043b,Roger Porter's Chronological Files,05841/3,Porter - Oct 90 [October 1990],1990-10-01,1990-10-31,October 1990,month,Explicit folder-title date,Trade Policy and Market Access,Consider,Selective review,Unrestricted,,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Porter, Roger, Files",Chronological Files,05841,05841-020,653628686,15504908,56462,1,0,21,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter's Chronological Files,"Finding-aid lead retained because of online Roger Porter chronological file requiring document-level screening. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter's Chronological Files, OA/ID 05841–020, Porter - Oct 90 [October 1990].",https://catalog.archives.gov/id/653628685,https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-pod/porter/chron_633663627/41-bpr-poldev-porter-chron-05841-020.pdf
653628687,05841-021,633663627,GB-POD-043b,Roger Porter's Chronological Files,05841/3,Porter - Nov 90 [November 1990],1990-11-01,1990-11-30,November 1990,month,Explicit folder-title date,Trade Policy and Market Access,Consider,Selective review,Unrestricted,,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Porter, Roger, Files",Chronological Files,05841,05841-021,653628688,17913024,87645,1,0,16,0,0,0,1,1,0,0,0,0,White House Office of Policy Development | Roger Porter's Chronological Files,"Finding-aid lead retained because of online Roger Porter chronological file requiring document-level screening. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter's Chronological Files, OA/ID 05841–021, Porter - Nov 90 [November 1990].",https://catalog.archives.gov/id/653628687,https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-pod/porter/chron_633663627/41-bpr-poldev-porter-chron-05841-021.pdf
653628689,05841-022,633663627,GB-POD-043b,Roger Porter's Chronological Files,05841/3,Porter - Dec-90 [December 1990],1990-12-01,1990-12-31,December 1990,month,Explicit folder-title date,Trade Policy and Market Access,Consider,Selective review,Unrestricted,,Unrestricted,verified in OCR,George H.W. Bush Presidential Records,"Policy Development, White House Office of","Porter, Roger, Files",Chronological Files,05841,05841-022,653628690,12585442,87430,0,0,4,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter's Chronological Files,"Finding-aid lead retained because of online Roger Porter chronological file requiring document-level screening. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter's Chronological Files, OA/ID 05841–022, Porter - Dec-90 [December 1990].",https://catalog.archives.gov/id/653628689,https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-pod/porter/chron_633663627/41-bpr-poldev-porter-chron-05841-022.pdf
509548135,CF01119-003,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01119,Trade Chron Files: 1991,1991-01-01,1991-12-31,"January 1, 1991-December 31, 1991",range,Catalog coverage dates,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01119–003, Trade Chron Files: 1991.",https://catalog.archives.gov/id/509548135,
509546902,07676-008,2600823,GB-POD-023,Teresa Gorman Subject Files,07676,Global Warming: Global Climate Change 1/91 [1],1991-01-01,1991-01-31,January 1991,month,Explicit folder-title date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Teresa Gorman Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Teresa Gorman Subject Files, OA/ID 07676–008, Global Warming: Global Climate Change 1/91 [1].",https://catalog.archives.gov/id/509546902,
509546903,07676-009,2600823,GB-POD-023,Teresa Gorman Subject Files,07676,Global Warming: Global Climate Change 1/91 [2],1991-01-01,1991-01-31,January 1991,month,Explicit folder-title date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Teresa Gorman Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Teresa Gorman Subject Files, OA/ID 07676–009, Global Warming: Global Climate Change 1/91 [2].",https://catalog.archives.gov/id/509546903,
509546904,07676-010,2600823,GB-POD-023,Teresa Gorman Subject Files,07676,Global Warming: Global Climate Change 1/91 [3],1991-01-01,1991-01-31,January 1991,month,Explicit folder-title date,Economic Summits and Industrialized-Country Cooperation,Consider,Selective review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Teresa Gorman Subject Files | Global environment,"Finding-aid lead retained because of global climate or summit-environment title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Teresa Gorman Subject Files, OA/ID 07676–010, Global Warming: Global Climate Change 1/91 [3].",https://catalog.archives.gov/id/509546904,
